# NETWORK	STATION	LOCATION	CHANNEL	STARTTIME	ENDTIME	LAT	LON	ELEVATION	DEPTH
TA	I21K	EP	LDO	2017-06-08 19:45:00	2599-12-31 23:59:59	65.18	-151.9822	248	0
TA	I23K	EP	LDO	2014-10-03 00:00:00	2599-12-31 23:59:59	65.1479	-149.3603	149	0
TA	I26K	EP	LDO	2015-09-12 00:00:00	2599-12-31 23:59:59	65.3064	-143.1541	338	0
TA	I27K	EP	LDO	2016-07-26 00:00:00	2599-12-31 23:59:59	65.6035	-141.6153	874	0
TA	I29M	EP	LDO	2015-10-20 00:00:00	2599-12-31 23:59:59	65.3609	-138.3063	602	0
TA	J14K	EP	LDO	2017-05-30 00:00:00	2599-12-31 23:59:59	62.7492	-163.554	25	0
TA	J16K	EP	LDO	2017-06-18 00:00:00	2599-12-31 23:59:59	63.2842	-160.6021	328	0
TA	J17K	EP	LDO	2017-06-18 00:00:00	2599-12-31 23:59:59	63.3965	-159.0777	323	0
TA	J18K	EP	LDO	2017-06-02 00:00:00	2599-12-31 23:59:59	63.465	-156.7154	506	0
TA	J19K	EP	LDO	2017-06-03 00:00:00	2599-12-31 23:59:59	63.994	-155.6214	389	0
TA	J20K	EP	LDO	2017-04-03 00:00:00	2599-12-31 23:59:59	64.1767	-154.1467	314	0
TA	J25K	EP	LDO	2017-04-02 00:00:00	2599-12-31 23:59:59	64.613	-145.3697	949	0
TA	J26L	EP	LDO	2017-04-01 18:00:00	2599-12-31 23:59:59	64.5012	-143.5636	1144	0
TA	J29M	EP	LDO	2015-10-21 00:00:00	2599-12-31 23:59:59	64.453	-138.2158	982	0
TA	K13K	EP	LDO	2017-05-31 00:00:00	2599-12-31 23:59:59	61.9331	-164.6555	204.2	0
TA	K15K	EP	LDO	2017-05-29 00:00:00	2599-12-31 23:59:59	62.2938	-161.5308	346	0
TA	K17K	EP	LDO	2017-06-03 00:00:00	2599-12-31 23:59:59	62.7161	-158.3014	339	0
TA	K20K	EP	LDO	2015-06-30 00:00:00	2599-12-31 23:59:59	63.3569	-154.07	548	0
TA	K22A	EP	LDO	2011-08-21 19:20:00	2599-12-31 23:59:59	42.6507	-106.524	1686	0
TA	K24K	EP	LDO	2016-04-13 00:00:00	2599-12-31 23:59:59	63.8036	-145.7784	724	0
TA	K27K	EP	LDO	2016-04-26 04:00:00	2599-12-31 23:59:59	64.0292	-142.0758	732	0
TA	K29M	EP	LDO	2016-08-21 00:00:00	2599-12-31 23:59:59	63.8433	-137.5201	1367	0
TA	KMSC	EP	LDO	2013-03-06 20:00:00	2599-12-31 23:59:59	35.142	-81.3333	240	0
TA	KSCO	EP	LDO	2011-07-13 23:12:00	2599-12-31 23:59:59	39.0112	-102.6273	1382	0
TA	L14K	EP	LDO	2017-05-27 00:00:00	2599-12-31 23:59:59	61.3416	-162.6829	41	0
TA	L15K	EP	LDO	2017-05-28 00:00:00	2599-12-31 23:59:59	61.678	-161.4869	219	0
TA	L16K	EP	LDO	2017-05-14 00:00:00	2599-12-31 23:59:59	61.7105	-159.4747	227	0
TA	L17K	EP	LDO	2017-05-14 00:00:00	2599-12-31 23:59:59	62.1344	-158.2972	338	0
TA	L18K	EP	LDO	2017-05-10 00:00:00	2599-12-31 23:59:59	62.2195	-156.6886	329	0
TA	L19K	EP	LDO	2016-04-01 23:00:00	2599-12-31 23:59:59	62.1816	-154.8543	650	0
TA	L20K	EP	LDO	2016-04-01 18:00:00	2599-12-31 23:59:59	62.4787	-153.8798	673	0
TA	L26K	EP	LDO	2014-07-23 00:00:00	2599-12-31 23:59:59	63.0254	-143.3478	650	0
TA	L27K	EP	LDO	2015-03-18 03:00:00	2599-12-31 23:59:59	63.0618	-141.8275	755	0
TA	L29M	EP	LDO	2016-07-27 00:00:00	2599-12-31 23:59:59	63.109	-138.129	918	0
TA	L44A	EP	LDO	2011-10-10 00:00:00	2599-12-31 23:59:59	42.1782	-87.9119	202	0
TA	L61B	EP	LDO	2013-09-10 00:00:00	2599-12-31 23:59:59	42.4498	-72.6802	261	0
TA	M11K	EP	LDO	2017-05-24 00:00:00	2599-12-31 23:59:59	60.3849	-166.2011	3	0
TA	M13K	EP	LDO	2017-05-23 00:00:00	2599-12-31 23:59:59	60.4135	-163.35	9	0
TA	M14K	EP	LDO	2017-05-22 00:00:00	2599-12-31 23:59:59	60.7515	-161.96	19	0
TA	M15K	EP	LDO	2017-05-21 00:00:00	2599-12-31 23:59:59	60.6947	-160.6884	210	0
TA	M16K	EP	LDO	2017-05-12 00:00:00	2599-12-31 23:59:59	61.0224	-158.9593	394	0
TA	M17K	EP	LDO	2017-05-08 00:00:00	2599-12-31 23:59:59	61.4009	-157.4375	387	0
TA	M18K	EP	LDO	2017-05-09 00:00:00	2599-12-31 23:59:59	61.4907	-155.8242	289	0
TA	M19K	EP	LDO	2015-06-19 00:00:00	2599-12-31 23:59:59	61.9037	-154.3915	521	0
TA	M20K	EP	LDO	2016-03-24 19:30:00	2599-12-31 23:59:59	61.8823	-153.1318	1107	0
TA	M22K	EP	LDO	2017-02-23 18:00:00	2599-12-31 23:59:59	61.7531	-150.1205	57	0
TA	M23K	EP	LDO	2016-04-12 00:00:00	2599-12-31 23:59:59	61.7929	-147.7262	583	0
TA	M24K	EP	LDO	2014-08-02 00:00:00	2599-12-31 23:59:59	62.1067	-146.175	908	0
TA	M26K	EP	LDO	2017-03-14 21:35:00	2599-12-31 23:59:59	62.4013	-142.9963	888	0
TA	M27K	EP	LDO	2015-07-12 00:00:00	2599-12-31 23:59:59	62.3579	-141.878	1536	0
TA	M29M	EP	LDO	2016-07-26 00:00:00	2599-12-31 23:59:59	62.4435	-138.4624	1297	0
TA	M30M	EP	LDO	2015-10-18 00:00:00	2599-12-31 23:59:59	62.5763	-136.7935	782	0
TA	M31M	EP	LDO	2015-10-17 00:00:00	2599-12-31 23:59:59	62.2024	-134.3906	639	0
TA	M53A	EP	LDO	2013-01-14 00:00:00	2599-12-31 23:59:59	41.4393	-80.675	334	0
TA	M65A	EP	LDO	2012-07-24 00:00:00	2599-12-31 23:59:59	41.562	-70.6466	22	0
TA	MDND	EP	LDO	2011-05-05 18:26:00	2599-12-31 23:59:59	47.8481	-99.6029	479	0
TA	MSTX	EP	LDO	2011-06-16 18:12:00	2599-12-31 23:59:59	33.9696	-102.7724	1167	0
TA	N14K	EP	LDO	2017-05-19 00:00:00	2599-12-31 23:59:59	59.9237	-161.6852	21	0
TA	N15K	EP	LDO	2017-05-20 00:00:00	2599-12-31 23:59:59	60.1686	-160.0921	449	0
TA	N16K	EP	LDO	2016-05-28 00:00:00	2599-12-31 23:59:59	60.4742	-158.769	582	0
TA	N17K	EP	LDO	2017-05-13 00:00:00	2599-12-31 23:59:59	60.5269	-157.1867	350	0
TA	N18K	EP	LDO	2017-03-21 20:00:00	2599-12-31 23:59:59	60.6801	-155.8897	572	0
TA	N19K	EP	LDO	2016-04-07 18:00:00	2599-12-31 23:59:59	60.8132	-154.4838	1144	0
TA	N20K	EP	LDO	2017-03-21 20:00:00	2599-12-31 23:59:59	61.2001	-152.2089	991	0
TA	N25K	EP	LDO	2014-10-01 00:00:00	2599-12-31 23:59:59	61.6061	-144.5982	1087	0
TA	N30M	EP	LDO	2016-05-01 00:00:00	2599-12-31 23:59:59	61.4593	-137.0885	941	0
TA	N31M	EP	LDO	2015-10-14 00:00:00	2599-12-31 23:59:59	61.4862	-135.7796	716	0
TA	N32M	EP	LDO	2016-05-11 00:00:00	2599-12-31 23:59:59	61.1512	-133.0818	816	0
TA	O14K	EP	LDO	2017-05-17 00:00:00	2599-12-31 23:59:59	59.2533	-161.2638	129	0
TA	O16K	EP	LDO	2016-05-27 00:00:00	2599-12-31 23:59:59	59.5938	-158.0932	198	0
TA	O17K	EP	LDO	2016-05-29 00:00:00	2599-12-31 23:59:59	59.7733	-157.0946	156	0
TA	O18K	EP	LDO	2016-04-08 21:00:00	2599-12-31 23:59:59	59.8542	-155.208	544	0
TA	O19K	EP	LDO	2016-04-08 04:00:00	2599-12-31 23:59:59	60.1952	-154.3201	96	0
TA	O20A	EP	LDO	2011-12-07 18:00:00	2599-12-31 23:59:59	40.1348	-108.2416	1915	0
TA	O20K	EP	LDO	2015-06-24 00:00:00	2599-12-31 23:59:59	60.0815	-152.624	915	0
TA	O22K	EP	LDO	2014-05-21 00:00:00	2599-12-31 23:59:59	60.4814	-149.7241	140	0
TA	O28M	EP	LDO	2016-07-16 00:00:00	2599-12-31 23:59:59	60.7718	-140.1906	2622	0
TA	O29M	EP	LDO	2016-07-15 00:00:00	2599-12-31 23:59:59	60.3024	-138.5755	1423	0
TA	O30N	EP	LDO	2016-05-12 00:00:00	2599-12-31 23:59:59	60.7704	-136.0906	821	0
TA	O48B	EP	LDO	2016-01-12 00:00:00	2599-12-31 23:59:59	40.2571	-85.1553	300	0
TA	O53A	EP	LDO	2012-12-13 00:00:00	2599-12-31 23:59:59	40.2493	-81.2129	320	0
TA	P16K	EP	LDO	2016-05-26 00:00:00	2599-12-31 23:59:59	59.0314	-157.9906	85.9	0
TA	P17K	EP	LDO	2016-05-31 00:00:00	2599-12-31 23:59:59	59.1953	-156.4394	91	0
TA	P18K	EP	LDO	2016-04-08 17:30:00	2599-12-31 23:59:59	59.3922	-155.2292	680	0
TA	P19K	EP	LDO	2015-06-24 00:00:00	2599-12-31 23:59:59	59.6524	-153.2319	629	0
TA	P23K	EP	LDO	2016-05-22 00:00:00	2599-12-31 23:59:59	59.9979	-147.4031	287	0
TA	P29M	EP	LDO	2016-07-15 00:00:00	2599-12-31 23:59:59	59.6304	-137.7381	679	0
TA	P30M	EP	LDO	2016-04-30 00:00:00	2599-12-31 23:59:59	60.1218	-136.9598	883	0
TA	P32M	EP	LDO	2016-06-02 00:00:00	2599-12-31 23:59:59	59.5898	-133.7147	793	0
TA	P33M	EP	LDO	2015-10-15 00:00:00	2599-12-31 23:59:59	60.2114	-132.8174	1066	0
TA	P49A	EP	LDO	2014-01-14 18:00:00	2599-12-31 23:59:59	39.5342	-84.7164	272	0
TA	P52A	EP	LDO	2014-11-28 15:50:00	2599-12-31 23:59:59	39.6337	-82.1325	293	0
TA	POKR	EP	LDO	2012-10-02 00:00:00	2599-12-31 23:59:59	65.1171	-147.4335	501	0
TA	Q16K	EP	LDO	2016-06-09 00:00:00	2599-12-31 23:59:59	58.6774	-156.6556	22	0
TA	Q17K	EP	LDO	2016-06-05 00:00:00	2599-12-31 23:59:59	58.2637	-155.8865	1165	0
TA	Q18K	EP	LDO	2016-06-02 00:00:00	2599-12-31 23:59:59	58.6484	-155.0086	1250	0
TA	Q19K	EP	LDO	2015-08-15 00:00:00	2599-12-31 23:59:59	58.9287	-153.6446	631	0
TA	Q20K	EP	LDO	2016-05-25 00:00:00	2599-12-31 23:59:59	58.6097	-152.3942	180	0
TA	Q23K	EP	LDO	2014-08-16 00:00:00	2599-12-31 23:59:59	59.4296	-146.3399	46	0
TA	Q32M	EP	LDO	2016-07-24 00:00:00	2599-12-31 23:59:59	58.9601	-132.2691	1951	0
TA	R11B	EP	LDO	2017-03-20 19:45:00	2599-12-31 23:59:59	38.3489	-115.5854	1767	0
TA	R16K	EP	LDO	2016-06-08 00:00:00	2599-12-31 23:59:59	57.5673	-157.5742	38	0
TA	R17K	EP	LDO	2016-06-06 00:00:00	2599-12-31 23:59:59	57.6397	-156.3872	273	0
TA	R18K	EP	LDO	2017-04-26 00:00:00	2599-12-31 23:59:59	57.5665	-154.4524	39	0
TA	R31K	EP	LDO	2016-08-23 00:00:00	2599-12-31 23:59:59	58.4133	-135.7398	15	0
TA	R32K	EP	LDO	2016-08-21 00:00:00	2599-12-31 23:59:59	58.2747	-134.5181	386	0
TA	R33M	EP	LDO	2016-07-21 00:00:00	2599-12-31 23:59:59	59.3946	-130.9673	1437	0
TA	S12K	EP	LDO	2016-06-11 00:00:00	2599-12-31 23:59:59	55.703	-162.061	411	0
TA	S14K	EP	LDO	2016-06-13 00:00:00	2599-12-31 23:59:59	56.2848	-159.5532	1059	0
TA	S31K	EP	LDO	2016-09-21 00:00:00	2599-12-31 23:59:59	57.9616	-136.232	34	0
TA	S32K	EP	LDO	2016-09-09 00:00:00	2599-12-31 23:59:59	57.4688	-134.5763	26	0
TA	S34M	EP	LDO	2016-05-05 00:00:00	2599-12-31 23:59:59	57.9128	-131.1312	298	0
TA	SFIN	EP	LDO	2011-10-10 16:05:00	2599-12-31 23:59:59	40.379	-87.0967	165	0
TA	SPMN	EP	LDO	2011-10-07 18:10:00	2599-12-31 23:59:59	45.2246	-92.8037	311	0
TA	SUSD	EP	LDO	2012-08-28 14:36:00	2599-12-31 23:59:59	44.4429	-98.9556	520	0
TA	T33K	EP	LDO	2016-08-16 00:00:00	2599-12-31 23:59:59	56.8144	-132.9524	22	0
TA	T35M	EP	LDO	2016-05-08 00:00:00	2599-12-31 23:59:59	56.9811	-130.2496	609	0
TA	TCOL	EP	LDO	2012-10-08 00:00:00	2599-12-31 23:59:59	64.8735	-147.8618	178	0
TA	TIGA	EP	LDO	2015-07-17 13:30:00	2599-12-31 23:59:59	31.4389	-83.5898	109	0
TA	TOLK	EP	LDO	2016-06-30 18:00:00	2599-12-31 23:59:59	68.6408	-149.5724	760	0
TA	TPFO	EP	LDO	2010-04-09 00:00:00	2599-12-31 23:59:59	33.606	-116.4544	1275	0
TA	TUL3	EP	LDO	2017-04-25 19:00:00	2599-12-31 23:59:59	35.9105	-95.7918	265	0
TA	U33K	EP	LDO	2016-08-20 00:00:00	2599-12-31 23:59:59	56.1146	-133.121	11	0
TA	U35K	EP	LDO	2016-08-21 00:00:00	2599-12-31 23:59:59	55.9154	-130.0257	17	0
TA	V35K	EP	LDO	2016-08-18 00:00:00	2599-12-31 23:59:59	55.3279	-131.615	64	0
TA	W18A	EP	LDO	2011-04-14 18:00:00	2599-12-31 23:59:59	35.1181	-109.7357	1750	0
TA	WHTX	EP	LDO	2011-07-29 14:54:00	2599-12-31 23:59:59	31.9913	-97.4561	190	0
TA	Y22D	EP	LDO	2011-03-18 18:00:00	2599-12-31 23:59:59	34.0739	-106.921	1436	0
